num_clients,num_slices,time_s
2,1,0.08351445198059082
2,5001,0.6910052299499512
2,10001,1.2842295169830322
2,15001,1.8798792362213135
2,20001,2.469862461090088
2,25001,2.9170639514923096
2,30001,2.2431278228759766
2,35001,2.6103336811065674
2,40001,3.0654854774475098
2,45001,3.4375228881835938
2,50001,3.937419891357422
2,55001,4.348872184753418
2,60001,4.692453384399414
2,65001,5.106308221817017
2,70001,5.350735664367676
2,75001,6.118603706359863
2,80001,6.547326326370239
2,85001,6.950649738311768
7,1,0.050539255142211914
7,5001,1.368797779083252
7,10001,2.7423110008239746
7,15001,4.089971542358398
7,20001,5.413256645202637
7,25001,6.698528051376343
7,30001,8.106983184814453
7,35001,9.553709506988525
7,40001,11.770070314407349
7,45001,12.166894435882568
7,50001,13.627775430679321
7,55001,14.889920949935913
7,60001,16.06626534461975
7,65001,17.73221731185913
7,70001,19.071532726287842
7,75001,20.766460180282593
7,80001,21.69810914993286
7,85001,22.935362339019775
12,1,0.055474042892456055
12,5001,2.3065590858459473
12,10001,4.547182321548462
12,15001,6.807215452194214
12,20001,9.189850091934204
12,25001,11.561460733413696
12,30001,14.005776643753052
12,35001,17.25556492805481
12,40001,18.298877000808716
12,45001,20.8448805809021
12,50001,23.210611820220947
12,55001,25.27877402305603
12,60001,27.753143548965454
12,65001,29.836766004562378
12,70001,32.79491114616394
12,75001,35.24892044067383
12,80001,37.49872159957886
12,85001,40.40017795562744
17,1,0.0549314022064209
17,5001,3.2778749465942383
17,10001,6.591442108154297
17,15001,9.860880613327026
17,20001,13.567172765731812
17,25001,16.71212363243103
17,30001,20.233428239822388
17,35001,23.42062211036682
17,40001,26.651371479034424
17,45001,29.853371620178223
17,50001,31.482435941696167
17,55001,38.83207869529724
17,60001,39.95628118515015
17,65001,45.69069194793701
17,70001,49.80368781089783
17,75001,53.018237590789795
17,80001,55.55601501464844
17,85001,59.38899493217468
22,1,0.05788779258728027
22,5001,4.483280181884766
22,10001,8.96755599975586
22,15001,13.488883972167969
22,20001,17.987739324569702
22,25001,23.57821249961853
22,30001,27.417297840118408
22,35001,32.23773765563965
22,40001,36.628143310546875
22,45001,45.18158316612244
22,50001,53.347710371017456
22,55001,58.16248679161072
22,60001,63.53952193260193
22,65001,68.44624757766724
22,70001,74.02304983139038
22,75001,80.34565877914429
22,80001,84.86411190032959
22,85001,88.33299684524536
27,1,0.06306266784667969
27,5001,6.98987340927124
27,10001,12.558693170547485
27,15001,19.1835298538208
27,20001,25.350278615951538
27,25001,32.17871689796448
27,30001,38.87255239486694
27,35001,41.08975601196289
27,40001,44.00006031990051
27,45001,49.135392904281616
27,50001,55.04747438430786
27,55001,60.09240174293518
27,60001,65.70378279685974
27,65001,71.52316999435425
27,70001,77.02608609199524
27,75001,86.09966826438904
27,80001,89.00196576118469
27,85001,93.5776207447052
32,1,0.05223989486694336
32,5001,6.396229267120361
32,10001,12.867862939834595
32,15001,19.36321473121643
32,20001,26.025789737701416
32,25001,32.19912338256836
32,30001,39.02583718299866
32,35001,45.027371406555176
32,40001,51.56727170944214
32,45001,58.12235617637634
32,50001,64.65513825416565
32,55001,71.1714448928833
32,60001,77.6929771900177
32,65001,84.70498061180115
32,70001,94.06487202644348
32,75001,101.62355709075928
32,80001,111.58031940460205
32,85001,112.70433115959167
37,1,0.05432772636413574
37,5001,7.454312801361084
37,10001,15.099682331085205
37,15001,23.815025091171265
37,20001,30.206953048706055
37,25001,39.098947286605835
37,30001,52.28255248069763
37,35001,61.099138498306274
37,40001,68.81768107414246
37,45001,72.52577471733093
37,50001,79.34220838546753
37,55001,86.09528493881226
37,60001,95.6925961971283
37,65001,101.91377282142639
37,70001,109.31820321083069
37,75001,116.3650872707367
37,80001,125.2573630809784
37,85001,132.1552300453186
42,1,0.05543017387390137
42,5001,8.753238439559937
42,10001,17.296851873397827
42,15001,26.300774335861206
42,20001,34.98990058898926
42,25001,43.832557916641235
42,30001,52.51335072517395
42,35001,61.40654516220093
42,40001,70.00252103805542
42,45001,79.36303281784058
42,50001,88.50450277328491
42,55001,97.45838236808777
42,60001,106.05665349960327
42,65001,114.83938479423523
42,70001,123.67327523231506
42,75001,131.93583869934082
42,80001,141.6631977558136
42,85001,150.0281298160553
47,1,0.056157827377319336
47,5001,9.80575442314148
47,10001,19.50773334503174
47,15001,29.34585165977478
47,20001,39.182183504104614
47,25001,48.865662574768066
47,30001,59.424256801605225
47,35001,70.84771609306335
47,40001,77.3818736076355
47,45001,84.78010368347168
47,50001,94.09348559379578
47,55001,114.09615349769592
47,60001,131.4745352268219
47,65001,137.4090085029602
47,70001,149.71298813819885
47,75001,152.5881474018097
47,80001,158.30595779418945
47,85001,169.3179943561554
52,1,0.05899834632873535
52,5001,10.790990114212036
52,10001,21.58267569541931
52,15001,32.66974186897278
52,20001,47.254820585250854
52,25001,56.246949195861816
52,30001,65.37971544265747
52,35001,76.85157585144043
52,40001,99.22734951972961
52,45001,109.22378158569336
52,50001,120.8616042137146
52,55001,129.9216935634613
52,60001,142.90515971183777
52,65001,153.69878244400024
52,70001,166.46173667907715
52,75001,178.29032373428345
52,80001,189.23683977127075
52,85001,202.5651400089264
57,1,0.060202836990356445
57,5001,13.076407194137573
57,10001,25.83017349243164
57,15001,38.772653102874756
57,20001,51.79226851463318
57,25001,64.52786707878113
57,30001,73.87337350845337
57,35001,86.60661149024963
57,40001,97.87636709213257
57,45001,110.47557187080383
57,50001,126.22449779510498
57,55001,135.97410798072815
57,60001,147.36127090454102
57,65001,159.56881523132324
57,70001,171.56559944152832
57,75001,195.62914514541626
57,80001,208.51462984085083
57,85001,220.8320598602295
62,1,0.062490224838256836
62,5001,14.305484294891357
62,10001,27.920332193374634
62,15001,42.86601495742798
62,20001,56.104217290878296
62,25001,70.39349913597107
62,30001,84.14957785606384
62,35001,98.14849877357483
62,40001,112.39868760108948
62,45001,122.59057855606079
62,50001,133.4360387325287
62,55001,154.76510548591614
62,60001,157.98188996315002
62,65001,173.7979633808136
62,70001,202.19570541381836
62,75001,210.49714851379395
62,80001,225.94593000411987
62,85001,239.35670948028564
67,1,0.06071352958679199
67,5001,14.586301565170288
67,10001,30.507237672805786
67,15001,45.24399781227112
67,20001,60.118467807769775
67,25001,75.895432472229
67,30001,91.02059888839722
67,35001,105.78658628463745
67,40001,121.68438720703125
67,45001,136.29247546195984
67,50001,151.075763463974
67,55001,167.9452314376831
67,60001,178.3268759250641
67,65001,187.86530470848083
67,70001,213.5279974937439
67,75001,230.70091438293457
67,80001,243.03803825378418
67,85001,252.1114377975464
72,1,0.06220412254333496
72,5001,15.845376968383789
72,10001,31.9344801902771
72,15001,47.63650727272034
72,20001,64.15928840637207
72,25001,79.82807612419128
72,30001,95.61764979362488
72,35001,110.04043841362
72,40001,125.3391420841217
72,45001,149.0555624961853
72,50001,166.21298742294312
72,55001,182.80288982391357
72,60001,199.22115802764893
72,65001,215.10583686828613
72,70001,234.11031794548035
72,75001,252.56097602844238
72,80001,269.63955450057983
72,85001,284.57697081565857
77,1,0.06743979454040527
77,5001,17.74381184577942
77,10001,35.59284067153931
77,15001,53.00801062583923
77,20001,67.61989068984985
77,25001,85.25422620773315
77,30001,102.17265295982361
77,35001,119.25867295265198
77,40001,137.0330195426941
77,45001,153.10117316246033
77,50001,170.17560291290283
77,55001,186.6330909729004
77,60001,203.4469199180603
77,65001,220.1500437259674
77,70001,240.46428775787354
77,75001,255.2963478565216
77,80001,271.4252908229828
77,85001,295.87821865081787
82,1,0.06485962867736816
82,5001,19.510013580322266
82,10001,38.89802050590515
82,15001,58.84662699699402
82,20001,77.9289813041687
82,25001,97.33932876586914
82,30001,116.80728077888489
82,35001,137.73604488372803
82,40001,156.08017826080322
82,45001,175.26432180404663
82,50001,190.49739003181458
82,55001,210.48534774780273
82,60001,245.8800745010376
82,65001,259.62328124046326
82,70001,283.12417483329773
82,75001,293.83627796173096
82,80001,316.1325936317444
82,85001,328.20927929878235
87,1,0.07184195518493652
87,5001,19.364352226257324
87,10001,39.07557773590088
87,15001,57.386598110198975
87,20001,75.74061799049377
87,25001,94.51000571250916
87,30001,113.13191294670105
87,35001,133.6122908592224
87,40001,151.21633076667786
87,45001,170.02381467819214
87,50001,185.34536957740784
87,55001,203.80753803253174
87,60001,222.1653151512146
87,65001,241.36443877220154
87,70001,260.0153045654297
87,75001,277.4723267555237
87,80001,294.8912546634674
87,85001,315.3313727378845
92,1,0.06582975387573242
92,5001,19.23796057701111
92,10001,38.8021194934845
92,15001,58.50021505355835
92,20001,77.4283332824707
92,25001,97.51290535926819
92,30001,117.17648911476135
92,35001,136.39930772781372
92,40001,155.40391540527344
92,45001,175.97024512290955
92,50001,197.16680717468262
92,55001,215.45251035690308
92,60001,236.34788012504578
92,65001,254.84858989715576
92,70001,273.17437839508057
92,75001,291.2019205093384
92,80001,313.1523289680481
92,85001,332.37453866004944
97,1,0.05774569511413574
97,5001,20.325249671936035
97,10001,40.83173727989197
97,15001,61.25949239730835
97,20001,82.1238067150116
97,25001,102.71634840965271
97,30001,124.01673913002014
97,35001,145.21417427062988
97,40001,165.28798031806946
97,45001,186.15749597549438
97,50001,204.63418865203857
97,55001,213.89273381233215
97,60001,232.8184299468994
97,65001,259.87422251701355
97,70001,270.4876971244812
97,75001,291.38968896865845
97,80001,313.0258173942566
97,85001,331.0402834415436
